"https://classroom.google.com/w/NjE3NzM1NzAyNDYy/tc/NjE4MjY0Njg5MDc3","x2sx","2024-12-12"
"https://www.baeldung.com/spring-qualifier-annotation","Mqrc","2025-03-12"
"https://canvas.nau.edu/courses/12860/pages/watch-this-weeks-video-lessons-4?module_item_id=1071632","Z1Wr","2023-12-12"
"https://canvas.nau.edu/courses/12860/pages/watch-this-weeks-video-lessons-4?module_item_id=1071632","Z1Wr","2023-12-12"
